Restaurant Name,City,Primary Cuisine,Cost Category,Rating,Votes,Latitude,Longitude
Matrix - Jaypee Greens,noida,finger food,high,3.0,20,28.4696531,77.5180946
Tea Lounge - Jaypee Greens,noida,cafe,medium,3.0,14,28.4694087,77.5183634
Paatra - Jaypee Greens,noida,north indian,high,3.5,79,28.4697021,77.5181394
Cooks Cafe - Jaypee Greens,noida,continental,high,3.5,29,28.464167,77.521526
The Butler & The Chef - Jaypee Greens,noida,finger food,high,1.0,1,28.464167,77.521526
Burger King,noida,burger,medium,3.5,14,28.5743086,77.3536634
Cafe Pitacos,noida,continental,medium,3.0,18,28.5746419,77.3533943
Cinnabon & Auntie Anne's,noida,desserts,medium,3.0,6,28.574221,77.3539094
Cocoberry,noida,desserts,low,3.5,16,28.5743001,77.3535737
Hakka Haus,noida,chinese,medium,3.0,6,0.0,0.0
Kebab Xpress,noida,north indian,medium,3.0,7,28.5743001,77.3535737
KFC,noida,american,medium,2.5,15,28.5742189,77.3536634
Mad Over Donuts,noida,desserts,low,3.0,13,28.5743001,77.3535737
Ni Hao,noida,chinese,medium,3.0,10,28.5742189,77.3536634
Pizza Hut,noida,italian,high,2.5,7,28.5743001,77.3535737
Subway,noida,american,medium,2.5,5,28.5743576,77.3537083
Time To Tea,noida,tea,low,3.0,5,28.5743086,77.3536634
Vaango!,noida,south indian,low,3.0,6,28.5742189,77.3536634
Biryani Blues,noida,biryani,high,3.5,18,28.5743086,77.3536634
Jungle Jamboree,noida,north indian,high,4.0,46,0.0,0.0
Keventers,noida,beverages,low,3.5,34,28.5743001,77.3535737
Pita Pit,noida,healthy food,medium,3.5,20,28.5743086,77.3536634
Baskin Robbins,noida,ice cream,low,1.0,1,28.5743086,77.3536634
Cha Cha Cha,noida,beverages,low,1.0,3,28.5741982,77.3536862
Chai Thela,noida,tea,low,1.0,1,28.5744067,77.3537531
Costa Coffee,noida,cafe,medium,1.0,0,28.574317,77.3537531
Dolce Gelato,noida,ice cream,low,1.0,0,28.5743086,77.3536634
Joost Juice Bar,noida,beverages,low,1.0,1,28.5743576,77.3537083
Juice Lounge,noida,juices,low,1.0,1,28.57419684,77.35367786
Kings Kulfi,noida,desserts,low,1.0,1,28.5743001,77.3535737
Kwality Wall's Swirl's,noida,ice cream,low,1.0,0,28.5743001,77.3535737
Mx Corn,noida,fast food,low,1.0,0,28.5744067,77.3537531
The Gaming Vegas,noida,fast food,low,1.0,0,28.5743001,77.3535737
Chicago Pizza,noida,pizza,medium,2.5,8,28.5743001,77.3535737
Mr. Sub,noida,fast food,low,2.5,27,28.5743086,77.3536634
Kwality Wall's Swirl's,noida,ice cream,low,1.0,0,28.6123732,77.3665825
My Corn,noida,fast food,low,1.0,0,28.6127402,77.3666722
Flluid - Mosaic Hotels,noida,continental,high,3.0,135,28.57102038,77.32554484
Latitude - Mosaic Hotels,noida,north indian,high,3.5,61,28.57102038,77.32554484
Baker's Zone,noida,bakery,low,3.0,9,28.4580751,77.5278832
Chakna,noida,north indian,low,2.5,5,28.4580334,77.5283078
Get Set Go,noida,north indian,medium,3.0,5,28.4580767,77.5282389
Sip & Snacks,noida,chinese,medium,3.0,6,28.4579354,77.5282182
The Anna,noida,chinese,low,3.0,19,28.4580493,77.5279942
Kathi Junction,noida,fast food,low,3.5,83,28.4578535,77.5281474
Golden Chaat,noida,fast food,low,1.0,2,28.4581066,77.5281286
Malt n Brew,noida,north indian,high,1.0,0,0.0,0.0
Cakewalk - Park Plaza,noida,bakery,medium,3.5,25,28.6038697,77.3506896
New Town Lounge - Park Plaza,noida,continental,high,3.0,32,28.6039396,77.3503437
New Town Cafe - Park Plaza,noida,continental,high,4.0,228,28.6037907,77.3497156
S-18 - Radisson Blu,noida,mediterranean,high,3.5,218,28.56859793,77.32218973
Foodicious,noida,fast food,low,1.0,0,28.5872879,77.3129503
Rasoi Dil Se,noida,north indian,low,1.0,2,28.5891934,77.31409
Chip Chap Shahi Corner,noida,north indian,low,3.0,12,28.5949741,77.3251735
Mother's Kitchen,noida,north indian,low,3.0,6,28.5922973,77.333568
Food Express,noida,north indian,medium,1.0,2,28.58894661,77.33208809
Lemonier,noida,bakery,low,1.0,0,28.5881489,77.3307374
Punjabi Zaika,noida,north indian,low,1.0,0,28.5878866,77.3303336
Robins Sweets & Restaurant,noida,north indian,low,1.0,1,28.5914816,77.3323864
TBH äóñ To Be Healthy,noida,juices,medium,4.0,76,28.589854,77.331231
Mehfill,noida,north indian,medium,2.5,90,28.597946,77.3355334
Punjabi Pakwaan,noida,north indian,medium,3.5,34,28.5977441,77.3357155
Santushti,noida,south indian,low,2.5,70,28.5976276,77.335798
Uncle's,noida,north indian,medium,3.5,190,28.5976456,77.3358973
Cafe Limelight,noida,cafe,medium,3.5,38,28.6003782,77.338766
Rendezvous Adda,noida,north indian,low,1.0,0,0.0,0.0
Wow Noodle,noida,chinese,medium,1.0,0,28.5978273,77.335507
Wraps Cafe,noida,fast food,low,1.0,2,28.5976592,77.3356238
Alley's Urbane Cafe,noida,cafe,low,3.0,33,28.5391348,77.36543566
Backstreet Kitchen,noida,north indian,medium,3.5,33,28.53920932,77.36520298
Berco's,noida,chinese,high,3.0,9,28.538929,77.365561
Breaktym,noida,north indian,low,2.5,11,28.545627,77.369517
Chawla's 2,noida,north indian,high,2.5,12,28.53304444,77.38715278
Chicken Kraft,noida,north indian,low,3.0,4,28.53268571,77.38628581
Chinese By Nature,noida,chinese,low,3.0,19,28.53393492,77.38746263
DV's Chinese Kitchen,noida,chinese,low,3.0,10,28.53383506,77.38743782
Evergreen Sweets,noida,mithai,low,2.5,16,28.5333408,77.38730572
Green Chick Chop,noida,raw meats,low,3.0,7,28.53350929,77.38739792
Hyderabad Delights,noida,north indian,low,3.5,13,28.53280177,77.38514822
Kabab And Tadka,noida,north indian,medium,2.5,36,28.5390865,77.36518085
Kanha Bhog,noida,mithai,low,2.5,26,28.53358145,77.38745894
Mezbaan Jaika Restaurant,noida,biryani,medium,2.5,18,28.53330811,77.3871696
Pind Balluchi,noida,biryani,high,2.5,26,28.53949767,77.36554932
Red Capsicum,noida,north indian,medium,2.5,25,28.533164,77.386751
Singh Foods,noida,north indian,medium,3.0,7,28.53922405,77.36533742
Sparrows At Home Bakery & Cafe,noida,cafe,medium,3.5,13,28.54079875,77.3682633
The New Koyla Kitchen,noida,north indian,medium,2.5,36,28.53422092,77.38676123
Theyö_ö«ó,noida,north indian,medium,3.5,13,28.52840456,77.38501411
Your Spicy Kitchen,noida,mughlai,medium,3.0,8,0.0,0.0
Yumm Biryani,noida,biryani,medium,3.0,27,28.53932095,77.36609716
Aureo Dine & Bake House,noida,north indian,high,3.5,367,28.53404095,77.38755785
Being Truckers,noida,fast food,medium,4.0,99,28.53174637,77.37825595
China Leaf,noida,chinese,medium,3.5,115,28.53928884,77.36627284
Mera Vala Dabba,noida,north indian,low,3.5,18,28.539277,77.366061
Moti Mahal Delux- Legendary Culinary,noida,north indian,medium,3.5,72,28.53941873,77.36619238
Noshh,noida,north indian,medium,3.5,56,28.53921168,77.36621249
Tadqa Tandoor Express,noida,north indian,medium,3.5,108,28.53905704,77.36540817
The Kebab Company,noida,fast food,low,3.5,21,28.53925998,77.36600563
Affamato,noida,italian,low,1.0,0,0.0,0.0
Ahmed's,noida,mughlai,low,1.0,0,28.5337414,77.38754611
Caffí© La Poya,noida,cafe,medium,1.0,0,28.539318,77.36602105
Chaskaa Restaurant,noida,north indian,low,1.0,1,0.0,0.0
Chawla's 2,noida,north indian,medium,1.0,1,28.53954539,77.36599725
Chination,noida,chinese,medium,1.0,3,28.53309897,77.3869852
Essen Foods,noida,north indian,medium,1.0,0,28.53927854,77.36632314
Haochi,noida,chinese,medium,1.0,1,0.0,0.0
Lassilo,noida,fast food,low,1.0,0,0.0,0.0
Mittal Bikaneri Sweets,noida,mithai,low,1.0,0,28.53319412,77.38711596
Royale Bakers,noida,bakery,low,1.0,0,28.533164,77.386751
RV's Family Restaurant,noida,north indian,medium,1.0,0,0.0,0.0
The Cake Shop,noida,bakery,low,1.0,2,28.53395848,77.38716993
Top Food,noida,north indian,low,1.0,3,0.0,0.0
Uncle's Corner,noida,fast food,low,1.0,1,0.0,0.0
Urban Express,noida,north indian,low,1.0,0,28.53300848,77.38702995
Viddya Chinese Fast Food,noida,chinese,low,1.0,0,28.53197731,77.37790592
Domino's Pizza,noida,pizza,medium,2.0,84,28.53420826,77.38758132
Kamboj's,noida,north indian,medium,2.5,76,28.53210161,77.38638707
Pizza Hut Delivery,noida,italian,medium,2.5,94,28.53397527,77.38736574
Subway,noida,american,medium,2.5,51,28.53409103,77.38739625
The Cake Expert's,noida,bakery,low,2.5,63,28.53309132,77.38691278
The Saffron Boutique,noida,north indian,medium,4.0,175,28.53934598,77.36664299
Aggarwal Kachori Wale,noida,north indian,low,3.0,9,28.597161,77.3379637
Bakes & Cakes,noida,bakery,low,3.0,5,28.5968936,77.3440643
Burger's Kitchen,noida,fast food,low,3.0,31,28.5971578,77.3382315
Jhatpat Khana,noida,north indian,low,3.0,7,28.596352,77.3435377
Mahi Rasoi,noida,north indian,medium,2.5,34,28.5972511,77.3380039
Night Safari Cafe,noida,fast food,low,3.0,4,28.5923274,77.3387224
Saheb's Restaurant,noida,north indian,medium,2.5,26,28.5969146,77.3378109
Scrummy Bites,noida,north indian,low,3.0,30,28.5931433,77.3372391
Berco's,noida,chinese,high,3.5,1182,28.5939838,77.3388953
Cream Bell Scoopers,noida,ice cream,low,1.0,2,28.5969468,77.3377445
Mayur Kitchen,noida,north indian,medium,1.0,0,28.5972982,77.3439016
Raghav Ki Rasoi,noida,north indian,low,1.0,0,28.5982082,77.3441147
Red Chilli,noida,north indian,medium,1.0,1,28.5940266,77.3343957
Riyaz Biryani Corner,noida,biryani,low,1.0,1,28.5973644,77.3381282
Standard Sweets & Confectioners,noida,mithai,low,1.0,3,28.5948476,77.3395869
Standard Sweets,noida,mithai,low,1.0,1,28.5969498,77.3441252
Sushma Homemade Tiffin,noida,north indian,low,1.0,0,0.0,0.0
The Tasty Corner,noida,north indian,low,1.0,0,28.5919342,77.3355321
The Zaika King,noida,north indian,medium,1.0,3,28.597161,77.338294
Tiffinhunt,noida,north indian,low,1.0,1,28.5923266,77.3386901
Top Burger,noida,fast food,low,1.0,1,28.5969249,77.3440914
Aggarwal Sweet Shop,noida,mithai,low,2.5,15,28.5970594,77.3441785
Hungry - I,noida,cafe,low,2.5,26,28.5493465,77.332072
Oh Buoy,noida,mexican,medium,3.5,55,28.5486721,77.3323527
Caffeinated,noida,beverages,low,4.0,64,28.5493943,77.3323449
Sam and Scrooge,noida,continental,medium,4.0,132,28.516344,77.3714268
Tpot,noida,cafe,low,3.5,20,28.5445167,77.3306028
Hunger's Hub,noida,chinese,low,1.0,0,28.5488666,77.3317111
Modi's Baker's Zone,noida,bakery,low,1.0,0,28.5472559,77.3297035
The Flip On Wheel,noida,north indian,low,1.0,1,28.5494133,77.3323016
Big Biryani,noida,biryani,low,1.0,1,28.5493919,77.3323947
Aroma,noida,south indian,low,3.0,4,28.5074459,77.4133126
Bawarchi,noida,north indian,low,3.0,5,0.0,0.0
Book Food Kitchen,noida,north indian,low,3.0,19,28.5131767,77.40612611
Breaktym,noida,north indian,low,2.5,6,28.508599,77.407635
Chaska By Taste,noida,north indian,medium,3.0,4,28.5070787,77.4132229
Domino's Pizza,noida,pizza,medium,2.5,27,28.5141905,77.377632
Grill King,noida,north indian,low,3.0,4,0.0,0.0
Moti Mahal Deluxe Advant,noida,north indian,high,3.0,7,28.5007418,77.4102187
Rolling Beans,noida,north indian,low,3.0,9,28.5003041,77.4027519
RollsKing,noida,fast food,low,3.0,19,28.5011578,77.40179
SnacksWale.com,noida,north indian,low,3.0,8,28.5075273,77.4132229
Subway,noida,american,medium,2.5,13,28.5011636,77.4097048
Super Cake Shop,noida,bakery,low,3.0,6,28.5164185,77.3713463
Aureo Dine & Bake House,noida,bakery,low,1.0,3,28.4995416,77.404642
B Bawarchi Restaurant,noida,north indian,medium,1.0,2,28.5177319,77.3799935
Brajwasi,noida,north indian,medium,1.0,0,0.0,0.0
Cafe Coffee Day,noida,cafe,low,1.0,3,28.4995663,77.4038963
Cafe Coffee Day,noida,cafe,low,1.0,0,28.5137081,77.3778001
Cafe Lounge,noida,cafe,low,1.0,0,0.0,0.0
Cafe Treat,noida,north indian,low,1.0,0,0.0,0.0
Casa Bake,noida,bakery,medium,1.0,2,0.0,0.0
China Town,noida,chinese,low,1.0,0,28.500375,77.4027231
Costa Coffee,noida,cafe,medium,1.0,0,28.5255885,77.3681524
Delhi Foods,noida,north indian,low,1.0,0,28.5164422,77.3715165
Deli Chic,noida,north indian,low,1.0,2,0.0,0.0
Delicacies,noida,bakery,medium,1.0,1,28.50763882,77.40778303
Kanha Ji Sweets & Restaurant,noida,mithai,low,1.0,1,28.505174,77.413852
Little China,noida,chinese,low,1.0,1,28.4996449,77.4028201
Lola's Cafe,noida,cafe,low,1.0,1,28.5074131,77.4132861
Madras Coffee House,noida,beverages,low,1.0,1,28.4990685,77.4043548
Moju Juice Bar,noida,beverages,low,1.0,0,28.500282,77.4026739
Peniel Restaurant,noida,south indian,low,1.0,3,28.5164659,77.3712923
Pizza Key,noida,pizza,medium,1.0,3,28.5161937,77.3734774
Sandoz,noida,north indian,medium,1.0,1,0.0,0.0
Subway,noida,american,medium,1.0,0,0.0,0.0
Tandoori Mystery,noida,north indian,low,1.0,3,28.51524439,77.37313192
Taste of Punjab,noida,north indian,low,1.0,0,28.5046715,77.4141288
Tea Nation,noida,fast food,low,1.0,1,28.513978,77.3777963
The Corporate Kitchen,noida,north indian,low,1.0,0,0.0,0.0
The Royal Kitchen,noida,north indian,low,1.0,0,28.5078125,77.413356
Tpot,noida,fast food,medium,1.0,1,28.5152596,77.3732546
Wild Chef House,noida,continental,medium,1.0,3,28.5151994,77.3730864
DIOS The Neighbourhood Bistro,noida,continental,high,4.0,108,28.5138115,77.3778856
Cake n Flower,noida,bakery,low,3.0,7,28.5811942,77.3145385
Dilli 6,noida,north indian,medium,3.0,84,28.5818951,77.3138576
Food Bell,noida,north indian,low,3.0,6,28.5814426,77.3141014
Kalpana Hotel,noida,north indian,low,3.0,4,28.5817708,77.314
Sagar Dhaba,noida,north indian,low,3.0,27,28.5815304,77.3141279
Shree Balaji Shudh Vaishno Hotel,noida,north indian,low,3.0,5,28.5802723,77.3142692
Shree Rathnam,noida,south indian,medium,3.5,57,28.5832846,77.3119452
Simran's Cake Studio,noida,bakery,low,3.5,23,28.5820794,77.3104224
Sweet Cake,noida,bakery,low,3.0,10,28.5826872,77.3127883
The Cake Xpress,noida,bakery,low,3.0,43,28.5812215,77.3144579
The Chef,noida,north indian,medium,2.5,8,28.5773817,77.310934
The Flying Pan,noida,north indian,low,3.0,12,28.58180043,77.3137449
Wrapster,noida,fast food,low,3.0,48,28.5821145,77.3100508
Getafix Petit,noida,healthy food,medium,3.5,14,28.5784806,77.3075696
Lawn Bistro,noida,north indian,high,3.5,328,28.5789682,77.3084223
Cake N Gifts,noida,bakery,low,1.0,0,0.0,0.0
Cheese Pizza,noida,pizza,low,1.0,0,28.5822126,77.3101406
Divya Hotal,noida,north indian,low,1.0,2,28.5806262,77.3146798
Green Valley Chinese Food,noida,chinese,low,1.0,0,28.58206,77.312979
Hooting Owl Cafe,noida,fast food,low,1.0,2,28.582123,77.3101406
Jaak Foods,noida,north indian,low,1.0,1,28.58226269,77.31239598
Kaka Restaurant,noida,mughlai,low,1.0,1,28.5807004,77.3147473
KC Bakers,noida,bakery,low,1.0,1,0.0,0.0
KC Bakery,noida,bakery,low,1.0,1,28.5827278,77.3127435
Rajan Foods Corner,noida,north indian,low,1.0,1,28.5822693,77.3102284
Sagar Dhaba,noida,north indian,low,1.0,2,28.5801911,77.314359
Sarfira,noida,fast food,low,1.0,1,0.0,0.0
Shama Chicken Corner,noida,mughlai,low,1.0,2,28.5816812,77.314
Yummy Kitchen,noida,north indian,low,1.0,1,28.5805304,77.3145418
Barista,noida,cafe,medium,3.0,22,28.5793172,77.3156097
Divine Curries,noida,north indian,medium,3.0,31,28.5707246,77.31759
Moon Bite,noida,north indian,low,3.5,13,28.577722,77.31485
Subway,noida,american,medium,3.5,55,28.58129376,77.31558178
Hurry's Paratha,noida,north indian,low,3.5,45,28.5792232,77.3169908
McDonald's,noida,fast food,medium,3.5,135,28.5801391,77.3157052
Cafe Coffee Day,noida,cafe,low,1.0,2,0.0,0.0
Dunkin' Donuts,noida,burger,medium,1.0,2,0.0,0.0
Green Chilli Fast Food,noida,chinese,low,1.0,0,28.5788612,77.313817
Street Food Corner,noida,chinese,low,1.0,0,28.5776606,77.317657
Barbeque Nation,noida,north indian,high,4.5,1670,28.5801189,77.3153216
Aggarwal,noida,south indian,low,3.5,61,28.57081133,77.32593108
Anchor Bar & Kitchen,noida,north indian,high,2.5,106,28.57064084,77.32504863
Basil Tree,noida,italian,high,3.5,431,28.56861001,77.32310604
Bon Bon Pastry Shop,noida,bakery,low,3.0,213,28.57158307,77.32418898
BSGulati's Punjabi Swad,noida,north indian,medium,2.5,357,28.57044385,77.32611079
Cafe-18,noida,fast food,low,2.5,103,28.56988852,77.32660197
Chandni Chowk Ke Mashhoor Paranthe,noida,north indian,low,3.0,30,28.56997273,77.32660867
Cheenos,noida,american,high,2.5,521,28.56857349,77.32454438
Gola Sizzlers,noida,chinese,high,3.5,198,28.57113316,77.3235295
Hira Sweets,noida,mithai,medium,3.5,36,28.57024863,77.32480153
Karim's,noida,mughlai,high,3.5,446,28.56926546,77.32365757
KFC,noida,american,medium,2.5,608,28.56876577,77.32496414
Khan's Kathi Rolls,noida,north indian,low,3.0,76,28.56992385,77.32669149
Nathu's Sweets,noida,north indian,medium,2.5,211,28.56889916,77.3242832
Nawabi Mughlai Zaika,noida,north indian,medium,3.5,19,28.57099,77.325204
Nite Bites,noida,north indian,medium,3.5,68,28.597824,77.332893
Nizam's Kathi Kabab,noida,north indian,medium,3.0,139,28.57071651,77.32458662
NSD Resto Bar & Kitchen,noida,north indian,high,2.5,19,28.57151907,77.32406242
PS Wah Bhai Wah,noida,north indian,medium,2.5,89,28.57088023,77.32570108
Sagar Ratna,noida,south indian,medium,3.0,277,28.5721275,77.32221387
Sbarro,noida,pizza,medium,3.5,97,28.57015824,77.3243117
Swag & Swad,noida,north indian,medium,3.5,19,28.570049,77.322001
The Fizz,noida,north indian,high,3.0,80,28.57225971,77.32313555
The Kitchen,noida,north indian,low,3.0,47,28.57003427,77.3264863
Twenty Four Seven,noida,fast food,low,3.5,45,28.57117762,77.32466508
Vinny's Restro Bar,noida,north indian,high,3.0,37,28.57073654,77.32512441
Walk In The Woods,noida,north indian,high,3.0,203,28.569182,77.324447
Xiian,noida,italian,high,3.5,286,28.5688017,77.3233803
Zest Bar and Lounge,noida,finger food,high,3.5,223,28.57206302,77.32295919
Angels in my Kitchen,noida,bakery,low,4.0,205,28.57046888,77.32430164
Baby Dragon Bar & Restaurant,noida,north indian,high,3.5,326,28.569561,77.323714
Baker Street,noida,bakery,low,3.5,40,28.57302026,77.32213676
Bamboo Shoots,noida,chinese,high,4.0,515,28.57153949,77.32396636
Bikanervala Bliss,noida,north indian,high,3.5,235,28.57196379,77.32466038
Bikanervala,noida,north indian,medium,3.5,331,28.57215783,77.3246292
Bikkgane Biryani,noida,biryani,medium,4.0,612,28.57013969,77.32443139
Burbee's Cafe,noida,american,medium,3.5,833,28.56935203,77.32456181
Cafe Coffee Day,noida,cafe,low,3.5,125,28.56966474,77.32398044
Deez Biryani & Kebabs,noida,biryani,medium,3.5,430,28.56839947,77.32459467
Desi Vibes,noida,north indian,high,4.0,2019,28.5694916,77.32425638
Dhaba at Atta,noida,north indian,high,4.0,477,28.56914544,77.32411414
DND,noida,north indian,low,3.5,196,28.57234745,77.32224271
Domino's Pizza,noida,pizza,medium,3.5,547,28.5702822,77.3248877
Donald's Pastry Shop,noida,bakery,low,4.0,402,28.56784854,77.32413467
Doosri Mehfil,noida,north indian,medium,4.0,285,28.57171587,77.32429225
Fit Bites,noida,healthy food,medium,4.0,154,28.57101361,77.32514117
Hungry Minister,noida,continental,low,3.5,147,28.570034,77.327377
Hurry's Paratha,noida,pizza,low,3.5,47,28.570159,77.322687
Imly,noida,street food,medium,4.0,204,28.56728731,77.32071754
Jambox,noida,fast food,medium,3.5,30,28.571388,77.325052
LIT Ultrabar,noida,continental,high,3.5,425,28.57096149,77.32541844
Mainland China,noida,chinese,high,3.5,743,28.57181745,77.32224539
McDonald's,noida,fast food,medium,4.0,403,28.56920863,77.32432779
Metro Dhaba,noida,north indian,medium,4.0,418,28.57036376,77.3257916
Nazeer Foods,noida,mughlai,medium,3.5,703,28.57116908,77.3248411
Our Story Bistro & Tea Room,noida,cafe,high,4.0,320,28.56914297,77.32361533
Paddy's Cafe,noida,cafe,medium,3.5,302,28.5682225,77.32465636
Popular Cakery,noida,bakery,medium,4.0,250,28.56978752,77.32499767
Punjabi By Nature,noida,north indian,high,3.5,770,28.56900605,77.32484244
Sadda Adda,noida,fast food,low,3.5,22,28.57065303,77.3238781
Subway,noida,american,medium,4.0,268,28.57008816,77.32487295
Swagath,noida,north indian,high,3.5,415,28.5684245,77.32373536
TFK - The Flaming Kick,noida,north indian,high,3.5,214,28.56954961,77.32236877
The Great Kabab Factory,noida,north indian,high,3.5,540,28.57210424,77.3218102
The Patiala Kkitchen,noida,north indian,high,3.5,332,28.57199854,77.32216291
The Tandoori Village,noida,north indian,high,3.5,247,28.56837474,77.32376587
The Yellow Chilli,noida,north indian,high,3.5,222,28.57149032,77.32239123
Top Breads,noida,bakery,low,3.5,420,28.57070886,77.32339572
Wat-a-Burger!,noida,fast food,low,3.5,324,28.56950956,77.32514352
Chawla's 2,noida,north indian,medium,2.0,81,28.56984906,77.32652552
Himalaya,noida,north indian,low,2.5,31,28.57242813,77.32435126
Public Cafe,noida,fast food,low,2.0,74,28.56993416,77.3261812
RPM - Zanzi Bar,noida,chinese,high,2.5,103,28.57066881,77.32529875
Mad Over Donuts,noida,desserts,low,4.0,235,28.56827816,77.3242376
RollsKing,noida,fast food,low,4.0,1055,28.56812416,77.32480355
Lumbini Food Point,noida,chinese,low,3.0,18,28.5816039,77.3283593
Owlcity,noida,fast food,low,3.5,165,28.577975,77.328028
Night Munchers,noida,north indian,medium,1.0,1,0.0,0.0
Night Munchies,noida,north indian,medium,1.0,0,28.5807886,77.3291124
Anand Food Factory,noida,north indian,low,3.0,4,28.5837833,77.3143909
Nirula's,noida,fast food,high,2.5,221,28.5822486,77.3135127
Snacks India,noida,north indian,medium,3.5,103,28.5849968,77.3116811
Ahaar Udyan,noida,north indian,low,1.0,0,28.5833336,77.3134615
Choco Bee,noida,bakery,medium,1.0,3,28.5850552,77.3123862
Crazy Noodles,noida,chinese,high,1.0,2,28.5853521,77.3128979
Dakshin Platter,noida,south indian,low,1.0,0,28.58503529,77.31540769
Kathi Junction,noida,fast food,low,1.0,2,28.5855201,77.3139934
Sonu Parantha Corner,noida,north indian,low,1.0,0,28.585532,77.3141165
Olive Kitchen,noida,north indian,medium,2.5,17,28.5838546,77.3332052
R Cafe,noida,south indian,low,3.0,5,0.0,0.0
Eating Point,noida,north indian,low,1.0,3,28.5825656,77.3328463
New Gee Pee,noida,fast food,low,3.5,27,28.5880357,77.3360987
Uncle's JVCC Restaurant,noida,north indian,medium,3.0,26,28.5847607,77.3371603
Twenty Four Seven,noida,fast food,low,1.0,1,28.5921841,77.3386645
Hari Om Restaurant,noida,north indian,low,3.0,10,28.5990702,77.3446655
Jain Restaurant,noida,north indian,medium,3.0,7,28.5950171,77.3425749
Lajawab Family Restaurant,noida,north indian,low,2.5,17,28.5940591,77.3425375
Alam Muradabadi & Hyderabadi Biryani,noida,mughlai,medium,1.0,0,28.5954289,77.3431349
Bala Ji Raja Dhaba,noida,north indian,low,1.0,0,28.5973259,77.3446346
Brijwasi Dhaba,noida,north indian,low,1.0,0,28.597278,77.3445624
Prerna Family Restaurant,noida,north indian,low,1.0,0,28.5990864,77.3449071
Rana Dhaba,noida,north indian,medium,1.0,0,28.5979022,77.349942
The Food Factory,noida,north indian,low,1.0,1,28.5916807,77.3469331
221 B Baker Street,noida,bakery,low,3.5,102,28.5843762,77.3379464
Hunger's Hub,noida,north indian,medium,3.0,16,28.5845728,77.3378653
Lajwaab Restaurant,noida,north indian,medium,2.5,59,28.5843215,77.3381766
Republic of Chicken,noida,raw meats,low,3.0,37,28.5844243,77.3382691
Gauranga Sweets,noida,mithai,medium,1.0,2,28.5843227,77.3381319
Green Valley Chinese Food,noida,chinese,low,1.0,0,28.5846506,77.3377069
Super Cake Shop,noida,bakery,low,2.5,4,28.5767841,77.3352827
Dev Food,noida,north indian,low,1.0,0,0.0,0.0
Wakhra Swaad,noida,north indian,medium,4.0,112,28.5768276,77.3352977
27 Grills,noida,north indian,medium,3.5,159,28.57445006,77.32838832
China Hot Pot,noida,chinese,low,3.0,6,28.57456872,77.32827835
Himalaya Momos & Roll,noida,chinese,low,2.5,15,28.5735123,77.324321
Hungry House Pizzas & More,noida,pizza,medium,3.5,79,28.57444329,77.32837792
Khana Khajana Da Dhaba,noida,north indian,low,3.0,5,28.573916,77.3245817
M.P. Chole Tikki Wala,noida,street food,low,3.0,10,28.57457078,77.32828371
Maa Vaishno Shudh Bhojnalaya,noida,north indian,low,3.0,8,28.5737086,77.3245004
More Than Cafí©,noida,fast food,low,3.0,5,28.57438086,77.3282646
Public Cafe,noida,fast food,low,2.5,13,28.57439941,77.32841983
Sadda Taste,noida,north indian,low,3.0,12,28.57187929,77.32803628
Sati Restaurant,noida,north indian,low,3.0,12,28.5734717,77.3243658
Super Cake Shop,noida,bakery,low,3.0,8,28.57346898,77.32451957
Uncle's Punjabi Rasoi,noida,north indian,low,3.0,7,28.5737171,77.3245902
Yours Deliciously,noida,street food,low,3.0,4,28.5737946,77.3235133
Captain Curry,noida,north indian,low,3.5,19,0.0,0.0
Oh My Scoop!,noida,ice cream,low,3.5,23,28.57453721,77.3283169
Reena Restaurant,noida,chinese,low,3.5,57,28.5736246,77.3242109
Delight Food,noida,italian,low,1.0,2,0.0,0.0
Hungro,noida,north indian,low,1.0,1,0.0,0.0
Shiparma Shri,noida,north indian,low,1.0,1,28.57386667,77.32458611
Shri Adarsh Kulfi,noida,desserts,low,1.0,1,28.5738031,77.323603
Simla Bakery,noida,bakery,low,1.0,1,28.57350873,77.32458428
Swad E Punjab,noida,north indian,low,1.0,0,28.57394362,77.32455846
Vishnu Ki Rasoi,noida,north indian,low,1.0,0,28.5746025,77.3282696
Pizza Hut Delivery,noida,italian,medium,2.5,62,28.5775482,77.328325
Wah Ji Wah,noida,north indian,medium,2.0,74,28.57433905,77.32809763
Chawla's Chic Inn,noida,north indian,medium,3.0,58,28.5711016,77.3331573
Grill Point,noida,fast food,low,3.0,20,28.5714962,77.3330621
Hari Sweets,noida,mithai,low,3.0,14,28.5714642,77.3330963
Sultanate of Spice,noida,north indian,medium,3.0,43,28.5710463,77.333159
Yamu's Panchayat,noida,street food,low,3.0,15,28.5710661,77.3331584
Debon,noida,raw meats,low,3.5,85,28.5711287,77.3332434
Hot & Sour,noida,chinese,low,3.0,46,28.5670876,77.3350897
Open Kitchen,noida,north indian,medium,3.0,12,28.5672923,77.3353589
Truffle Muffle,noida,bakery,low,3.5,37,28.5673735,77.3352692
Go! Biryani,noida,biryani,medium,3.5,144,28.5684579,77.3353589
Tastee Chauka,noida,north indian,low,3.5,31,28.56859852,77.33557262
Maharba Chicken Point,noida,north indian,low,1.0,0,28.569734,77.332751
Sweet Spells,noida,bakery,low,1.0,0,28.5672838,77.3352692
Foodie,noida,north indian,medium,3.0,8,28.5818551,77.319038
